layout,AgglomerativeClustering,OPTICS,KMeans,GMM,Birch,Genie,Girvan-Newman,Leiden,assortativity,graph_id,size
davidson_harel,0.0874592527839806,0.0180502128249534,0.0820204310861417,0.0716635935270118,0.0799261685991228,0.0594064929849056,0.6017315473623228,0.7174465801515714,0.5551415198653276,28,75
drl,0.0367689549555465,0.0163817640110614,0.0310067673310222,0.0347981880183986,0.0241562712855972,0.0310064396779182,0.6017315473623228,0.7174465801515714,0.5551415198653276,28,75
fruchterman_reingold,0.0874755420209608,0.0060017993467199,0.0870568567649513,0.0782876969885867,0.0694173091632332,0.0310219244604935,0.6017315473623228,0.7174465801515714,0.5551415198653276,28,75
graphopt,0.0837621291366866,-2.725804106347672e-05,0.0608495559112065,0.0585750643060761,0.0837621291366866,0.0680352851118983,0.6017315473623228,0.7174465801515714,0.5551415198653276,28,75
lgl,0.0382746923004727,0.0256101528236657,0.0327411135774195,0.0359476499171587,0.0382746923004727,0.0369379663795873,0.6017315473623228,0.7174465801515714,0.5551415198653276,28,75
mds,0.0845323182623375,0.0128621810915353,0.0931188899793387,0.0809680331605595,0.0835968645522844,0.0692254864373992,0.6017315473623228,0.7174465801515714,0.5551415198653276,28,75
lgl,0.026946134563357,0.0429856013422662,0.0334472207073301,0.0334518414838655,0.026946134563357,0.0426997532112921,0.9201051752525736,0.7112310074702277,0.6312851323177266,32,75
graphopt,0.0683107277770059,0.0397085523794787,0.0839405890900249,0.0741387173827358,0.0683107277770059,0.0709124032291499,0.9201051752525736,0.7112310074702277,0.6312851323177266,32,75
fruchterman_reingold,0.0733134728664381,0.0210131572901718,0.077504293765034,0.0819512085911087,0.0852620910383962,0.0857839062896006,0.9201051752525736,0.7112310074702277,0.6312851323177266,32,75
drl,0.0599637859974171,0.0076748570497065,0.0493231790334698,0.056326717228114,0.0548849113108442,0.0332260008208006,0.9201051752525736,0.7112310074702277,0.6312851323177266,32,75
davidson_harel,0.0713550488571093,0.018713560614146,0.0798352062286774,0.0760724612382548,0.0727071639380518,0.0241845787122866,0.9201051752525736,0.7112310074702277,0.6312851323177266,32,75
spring,0.4849767414788342,0.1458748339137457,0.48831979715011,0.5200659950119423,0.3290959869430613,0.39695821508893,0.9201051752525736,0.7112310074702277,0.6312851323177266,32,75
kamada_kawai,0.3926875982608406,0.05291162255257,0.3704466000497459,0.399677041270302,0.372689750313054,0.2602421135358634,0.9201051752525736,0.7112310074702277,0.6312851323177266,32,75
mds,0.1088582857824652,0.0539172944000409,0.1185072206827813,0.107639081353926,0.1140164695002619,0.0774955710201593,0.9549738973897388,0.6898048812076791,0.6408623295055957,30,75
kamada_kawai,0.7599864966812732,0.0902211018169715,0.6526559658602292,0.6966445970941646,0.8472147912755389,0.7518507453876453,1.0,1.0,0.8125845592005015,2,100
spring,0.7412746795653529,0.5001330867449244,0.7873490576650508,0.7879942007759358,1.0,0.8022050107530365,1.0,1.0,0.8125845592005015,2,100
davidson_harel,0.4345117624349834,0.0381194828649356,0.3983494903662456,0.3863429271616471,0.455536273067612,0.4290548633324118,1.0,1.0,0.8125845592005015,2,100
drl,0.4182592084283506,0.0438339148608846,0.4615728548717818,0.4645115457771697,0.4746048255384805,0.4799636536190917,1.0,1.0,0.8125845592005015,2,100
fruchterman_reingold,0.4436156230122493,0.1178241253079241,0.4654589300508666,0.4664302614084296,0.513446107144029,0.5218649562031732,1.0,1.0,0.8125845592005015,2,100
graphopt,0.4042524799940041,0.0327299610362794,0.4099704055803674,0.4407557568811335,0.4071787809163421,0.4524880915866692,1.0,1.0,0.8125845592005015,2,100
lgl,0.0692153323472402,0.0285843705985334,0.0491490373545248,0.0705096211251121,0.0692153323472402,0.0728035624736061,1.0,1.0,0.8125845592005015,2,100
mds,0.4782624265941331,0.0535808934909148,0.4957695077488709,0.5028141480826793,0.5571380416108859,0.4577021585509492,1.0,1.0,0.8125845592005015,2,100
kamada_kawai,0.7313954156401467,0.0426202562119282,0.6191206479986515,0.6883281477768352,0.7173190627710786,0.8261048373706176,1.0,1.0,0.6836252405925825,3,100
spring,0.8749464178301924,0.2009451592088398,0.8736565025504968,0.8739767208604954,1.0,0.9128478592808646,1.0,1.0,0.6836252405925825,3,100
davidson_harel,0.3177004850913895,0.0430993293023774,0.3427032354880974,0.3088714337916025,0.3331298156661547,0.3505601764209273,1.0,1.0,0.6836252405925825,3,100
drl,0.3928687172649091,0.1065745910957761,0.3685764410950583,0.3688276100634814,0.3878369499993428,0.3618067982136485,1.0,1.0,0.6836252405925825,3,100
fruchterman_reingold,0.3676708662106424,0.1333166025983793,0.3798362625844034,0.3810496285577044,0.4071590307097544,0.3965745236424637,1.0,1.0,0.6836252405925825,3,100
graphopt,0.3225914545116006,0.0231316212072982,0.4063713200005678,0.4108130252962555,0.3349659801050129,0.3391435994748644,1.0,1.0,0.6836252405925825,3,100
lgl,0.0298171354903337,0.0237987012900793,0.0330071726752399,0.0468108145610431,0.0298171354903337,0.0433986193104664,1.0,1.0,0.6836252405925825,3,100
mds,0.3510450296677218,0.0515839595227466,0.3896553157734246,0.4020661418316786,0.3124868273943526,0.3902177875958048,1.0,1.0,0.6836252405925825,3,100
kamada_kawai,0.6755126429060715,0.1540087089350562,0.7212117338805599,0.7221459763925256,0.9839527640311744,0.8092040908370961,1.0,1.0,0.947159112088302,0,100
spring,0.6928282123098591,0.2615992696443571,0.7775494311124005,0.7788375801498898,1.0,0.8142574752190617,1.0,1.0,0.947159112088302,0,100
davidson_harel,0.6166650379090461,0.1164866462472286,0.6248044760358912,0.6040374004489231,0.5799030688765126,0.6143945474817814,1.0,1.0,0.947159112088302,0,100
drl,0.6242541028049727,0.0518557971084481,0.7013809505702504,0.7009953445021149,0.6699139739602943,0.7347673468319027,1.0,1.0,0.947159112088302,0,100
fruchterman_reingold,0.5765080885500282,0.1962552796120726,0.6028511430087121,0.6078846263570287,0.6636390657352566,0.6467966094299551,1.0,1.0,0.947159112088302,0,100
graphopt,0.5757875140029074,0.3317515283129743,0.61966953292656,0.623318617447712,0.5757875140029074,0.6717156997020282,1.0,1.0,0.947159112088302,0,100
lgl,0.0172323797375832,0.0475854120732047,0.0153817940289984,0.0168217513403713,0.0172323797375832,0.0151115424439674,1.0,1.0,0.947159112088302,0,100
mds,0.5949927630230724,0.1044358113314158,0.6228116678973754,0.6114928046415646,0.7167400821746056,0.6618109924467296,1.0,1.0,0.947159112088302,0,100
kamada_kawai,0.9236367601592332,0.379281443015711,0.9765750295957988,0.987422902374946,0.944983028437713,0.9585734317352358,0.8994239667569136,0.9547851049406556,0.8120430151234963,7,100
spring,0.9408603753220822,0.2342867051762034,0.9601705848116062,0.9649460268483538,0.8375282945404094,0.9108828876006798,0.8994239667569136,0.9547851049406556,0.8120430151234963,7,100
davidson_harel,0.3077757479663066,0.0457758091648879,0.3055884892639818,0.2980515998231675,0.3120910329046711,0.3095174732389436,0.8994239667569136,0.9547851049406556,0.8120430151234963,7,100
drl,0.3079656813240016,0.1048917146069821,0.3005046337485934,0.3044737729111804,0.2845674186927719,0.3094879098522394,0.8994239667569136,0.9547851049406556,0.8120430151234963,7,100
fruchterman_reingold,0.3169703523664665,0.0550023292688761,0.3161400087069384,0.3161400087069384,0.3169703523664665,0.3169703523664665,0.8994239667569136,0.9547851049406556,0.8120430151234963,7,100
graphopt,0.3232783506835179,0.2510895836400887,0.3175122131488652,0.317403228314795,0.3232783506835179,0.317403228314795,0.8994239667569136,0.9547851049406556,0.8120430151234963,7,100
lgl,0.041122053357611,0.0421620912842148,0.0403057680292066,0.0406555595644971,0.041122053357611,0.0618300591062028,0.8994239667569136,0.9547851049406556,0.8120430151234963,7,100
mds,0.317403228314795,0.0697392393636947,0.317403228314795,0.317403228314795,0.317403228314795,0.317403228314795,0.8994239667569136,0.9547851049406556,0.8120430151234963,7,100
kamada_kawai,0.8609050661896994,0.1987203564984944,0.9454686779199748,0.9654993525302537,0.8692906431082577,0.7874026838742066,0.9939812244692036,0.9937494779957272,0.6813305302436878,8,100
spring,0.9626458244244326,0.3424758749055612,0.9876522824855104,0.9942346825303948,0.8486214772701484,0.9589168815829948,0.9939812244692036,0.9937494779957272,0.6813305302436878,8,100
davidson_harel,0.2002341077582191,0.0296332593508404,0.1910834996042287,0.1838905672579372,0.1948693657647802,0.2038932368081293,0.9939812244692036,0.9937494779957272,0.6813305302436878,8,100
drl,0.1821293323198507,0.0529646712423935,0.2042302235057991,0.1990496305415851,0.1993066428987196,0.1943643747362978,0.9939812244692036,0.9937494779957272,0.6813305302436878,8,100
fruchterman_reingold,0.25910581727702,0.034487647731281,0.2664186769629032,0.2614742780411045,0.2523443814342967,0.259489416858942,0.9939812244692036,0.9937494779957272,0.6813305302436878,8,100
graphopt,0.2515416197112293,0.0974275796142214,0.2596055592430042,0.2596055592430042,0.2515416197112293,0.2623868382494937,0.9939812244692036,0.9937494779957272,0.6813305302436878,8,100
lgl,0.0191454439484359,0.0281220530176172,0.0188737227860313,0.0186232980509416,0.0191454439484359,0.0186565166883349,0.9939812244692036,0.9937494779957272,0.6813305302436878,8,100
mds,0.2518903376363562,0.0706211491696101,0.2584582849728231,0.2560021131284422,0.2527717125220295,0.2584582849728231,0.9939812244692036,0.9937494779957272,0.6813305302436878,8,100
kamada_kawai,0.993599085509752,0.2944854644510948,1.0,1.0,0.9812035378286136,0.993599085509752,1.0,0.9394845269299676,0.850040248234275,9,100
spring,1.0,0.3241268289350865,1.0,1.0,0.9755468007064256,1.0,1.0,0.9394845269299676,0.850040248234275,9,100
davidson_harel,0.2704965536597928,0.093273855035325,0.2846447890980893,0.293650522000141,0.2732936106362358,0.2551645489771165,1.0,0.9394845269299676,0.850040248234275,9,100
drl,0.3243124140547791,0.07218088629193,0.3215028632466207,0.3215028632466207,0.3249489672891941,0.3243124140547791,1.0,0.9394845269299676,0.850040248234275,9,100
fruchterman_reingold,0.3243124140547791,0.0850587026178311,0.3243124140547791,0.3243124140547791,0.3243124140547791,0.3243124140547791,1.0,0.9394845269299676,0.850040248234275,9,100
graphopt,0.3243124140547791,0.2189343718128831,0.3243124140547791,0.3243124140547791,0.3243124140547791,0.3243124140547791,1.0,0.9394845269299676,0.850040248234275,9,100
lgl,0.0644752613989811,0.0366312284651957,0.0422679677402161,0.0605273632474272,0.0644752613989811,0.0660207946489191,1.0,0.9394845269299676,0.850040248234275,9,100
mds,0.3198903586603843,0.1325993912512696,0.3243124140547791,0.3243124140547791,0.3195256109046423,0.3243124140547791,1.0,0.9394845269299676,0.850040248234275,9,100
kamada_kawai,0.9175831126099956,0.1327577366929295,0.9719076622132038,0.9774766170145266,0.8660940097868822,0.830797264913673,0.9645787791768928,0.9941078194866634,0.6928845199732245,10,100
spring,0.9945715440338252,0.3101109266295559,0.989113934768278,0.9833317078068694,0.9076959101609235,0.9886647868708024,0.9645787791768928,0.9941078194866634,0.6928845199732245,10,100
davidson_harel,0.2642136163595537,0.0388822527661724,0.2024362149370698,0.1761688109957914,0.2196850598366486,0.1745763865740454,0.9645787791768928,0.9941078194866634,0.6928845199732245,10,100
drl,0.2627288361124536,0.0417290973530758,0.2620223792487234,0.267055785752358,0.2551834658032774,0.2469950385465656,0.9645787791768928,0.9941078194866634,0.6928845199732245,10,100
fruchterman_reingold,0.2792968924733758,0.1097470363420469,0.2704880619310328,0.2704880619310328,0.2574367964379574,0.277473866015725,0.9645787791768928,0.9941078194866634,0.6928845199732245,10,100
graphopt,0.2682183095121783,0.0234605670273657,0.2703481400274307,0.2703481400274307,0.2682183095121783,0.2691257893026347,0.9645787791768928,0.9941078194866634,0.6928845199732245,10,100
lgl,0.0605387262036635,0.0562648154433202,0.0633822144127771,0.0712276443758532,0.0605387262036635,0.0648753449817647,0.9645787791768928,0.9941078194866634,0.6928845199732245,10,100
mds,0.277473866015725,0.0468845169582386,0.2713991669750702,0.2721831784968652,0.272811877034182,0.2704880619310328,0.9645787791768928,0.9941078194866634,0.6928845199732245,10,100
kamada_kawai,0.6958648421010156,0.141740844050074,0.8429798168473503,0.8736506712030827,0.6833485037410048,0.586122965977102,0.2035343355999463,1.0,0.570571829854703,11,100
spring,0.8930856866009951,0.0636796224139274,0.9471906823912202,0.946523796632353,0.8181597634264831,0.7989455790276943,0.2035343355999463,1.0,0.570571829854703,11,100
davidson_harel,0.1604986617049599,0.0406313666793749,0.164624403095969,0.132118092601959,0.1643644820771688,0.1447193115404619,0.2035343355999463,1.0,0.570571829854703,11,100
