layout,AgglomerativeClustering,OPTICS,KMeans,GMM,Birch,Genie,Girvan-Newman,Leiden,assortativity,graph_id
kamada_kawai,0.7930456814339385,0.37679431643858574,0.7760358095441788,0.7762792074505416,1.0,0.7974722061400922,1.0,1.0,0.9550440197087827,0
spring,1.0,0.10532850519565055,1.0,1.0,1.0,1.0,1.0,1.0,0.9550440197087827,0
davidson_harel,0.6976047771139452,0.06283886501612514,0.685441692336849,0.6799130925796557,0.7399410809492488,0.7217367762582293,1.0,1.0,0.9550440197087827,0
drl,0.7252426733110405,0.0343391193194909,0.7644115755478873,0.7672799970116954,0.7872528509404233,0.7644115755478873,1.0,1.0,0.9550440197087827,0
fruchterman_reingold,0.7138830905562743,0.0951144090206167,0.7153270559345987,0.71516577445972,0.7872528509404233,0.726532365612921,1.0,1.0,0.9550440197087827,0
graphopt,0.6744163334834774,0.17720477619368843,0.6540180538153857,0.6556411916775147,0.779899315586888,0.6613208503843182,1.0,1.0,0.9550440197087827,0
lgl,0.050174851780444375,0.05688756611001694,0.0627233761657953,0.11790443412303679,0.08907338183883015,0.08921892723982763,1.0,1.0,0.9550440197087827,0
mds,0.6639499727581794,0.10130233883609915,0.6688362068550415,0.6857133355905395,0.7201318227292617,0.7024975135021204,1.0,1.0,0.9550440197087827,0
kamada_kawai,0.9506602125282846,0.11941068583995425,0.9381677983374874,0.9494418437162405,0.9373368054013131,0.95748031496063,1.0,1.0,0.8580633132157912,1
spring,1.0,0.042488018392972934,1.0,1.0,1.0,1.0,1.0,1.0,0.8580633132157912,1
davidson_harel,0.5753785645838582,0.08484343541175002,0.5872156831298849,0.5691955645811075,0.5752600900826386,0.5878288990534128,1.0,1.0,0.8580633132157912,1
drl,0.48677876901690154,0.07888240951675249,0.5085187808775626,0.5137776019400186,0.6130438054289478,0.5118764277547083,1.0,1.0,0.8580633132157912,1
fruchterman_reingold,0.597304306831224,0.14171258346540885,0.5856012266077284,0.5856012266077284,0.5946993095013032,0.5934753761714683,1.0,1.0,0.8580633132157912,1
graphopt,0.6130438054289478,0.09820779296632273,0.6130438054289478,0.6130438054289478,0.6130438054289478,0.6130438054289478,1.0,1.0,0.8580633132157912,1
lgl,0.08730908793005435,0.04106723435917534,0.06670365187970106,0.08354990219773624,0.0643670500593829,0.11495957829984878,1.0,1.0,0.8580633132157912,1
mds,0.5937722138240791,0.08686086768375004,0.5629089007344172,0.5629089007344172,0.6069831993683417,0.5636937450621262,1.0,1.0,0.8580633132157912,1
kamada_kawai,0.8279192543841898,0.21662541958575465,0.8027330407578971,0.8222054639981508,0.8052853417582766,0.8906992751798366,1.0,1.0,0.8109868878844431,2
spring,0.9022546397798472,0.16264672978057654,0.9080162489389807,0.909719773445793,1.0,0.9184796405137137,1.0,1.0,0.8109868878844431,2
davidson_harel,0.42689761257933484,0.08364007979804733,0.43485712057722026,0.39381512720878986,0.37280588701900874,0.4393298015728687,1.0,1.0,0.8109868878844431,2
drl,0.5348948894179092,0.11932684081771598,0.527203767163669,0.527203767163669,0.5898039059943617,0.5348198012957164,1.0,1.0,0.8109868878844431,2
fruchterman_reingold,0.5898039059943617,0.03181023462762286,0.49647851991622566,0.49647851991622566,0.5898039059943617,0.5898039059943617,1.0,1.0,0.8109868878844431,2
graphopt,0.5050207436558476,0.038995936096961656,0.5057035424137372,0.5342095453616205,0.5238342859460164,0.5384476897696302,1.0,1.0,0.8109868878844431,2
lgl,0.09792124028082923,0.029520354908761377,0.06277803507044544,0.10676450610373305,0.03166624788251207,0.06516794578961718,1.0,1.0,0.8109868878844431,2
mds,0.5297649200397031,0.05157328999487319,0.5203325234535995,0.5220420738847302,0.4747675075099759,0.5266025805866194,1.0,1.0,0.8109868878844431,2
kamada_kawai,0.9121527848884895,0.25496723199020443,0.8944121678169005,0.8839789866768332,0.7676670203819739,0.9207028089641419,1.0,1.0,0.6797137557091852,3
spring,1.0,0.06394551367523962,1.0,1.0,0.9761538616170993,1.0,1.0,1.0,0.6797137557091852,3
davidson_harel,0.2555786117774473,0.007117923379589974,0.2960715587542978,0.24406714863480805,0.15490997090680328,0.16569351852095124,1.0,1.0,0.6797137557091852,3
drl,0.307866705388097,0.011393152019629746,0.3041155188932509,0.3041155188932509,0.34094993970511356,0.2839843244735137,1.0,1.0,0.6797137557091852,3
fruchterman_reingold,0.28590619180251553,0.054705067461422244,0.2820314585522399,0.28642870251326874,0.2513595084145804,0.31458192084084347,1.0,1.0,0.6797137557091852,3
graphopt,0.30803878653487715,0.0355010749328665,0.3335427988673735,0.3374734350178177,0.22534609932757696,0.2838257059094215,1.0,1.0,0.6797137557091852,3
lgl,0.028194512553264644,0.011489054281889012,0.028823768383199243,0.03476933167030814,0.008705404625162436,0.040570215766031925,1.0,1.0,0.6797137557091852,3
mds,0.2724107370455271,0.0571718522018901,0.2656650771607325,0.2768401437608165,0.32995731856376875,0.27937499831904444,1.0,1.0,0.6797137557091852,3
kamada_kawai,0.8284359704945018,0.11265858735586753,0.8669673689363784,0.8748070270536014,0.43629177849256573,0.6594383971131965,0.8001633280491905,1.0,0.5945396737709404,4
spring,0.9536148080887333,0.21427147464482835,1.0,1.0,0.9150673128621865,0.9377756405800788,0.8001633280491905,1.0,0.5945396737709404,4
davidson_harel,0.32452973640316446,0.030876111018552355,0.34266147589313334,0.2614997482156827,0.20256679991263185,0.2707453476181917,0.8001633280491905,1.0,0.5945396737709404,4
drl,0.136876589162071,0.0036422679415099345,0.25467813515450344,0.2829590899394459,0.21145774913761758,0.15072138941453334,0.8001633280491905,1.0,0.5945396737709404,4
