graph_id,assortativity,layout_name,no_communities,calculated_bestnum,size,bestnum_algo
0,0.9204775637724448,kamada_kawai,2,2,100.0,calinski_harabasz
0,0.9204775637724448,spring,2,2,100.0,calinski_harabasz
0,0.9204775637724448,davidson_harel,2,2,100.0,calinski_harabasz
0,0.9204775637724448,drl,2,2,100.0,calinski_harabasz
0,0.9204775637724448,fruchterman_reingold,2,2,100.0,calinski_harabasz
0,0.9204775637724448,graphopt,2,2,100.0,calinski_harabasz
0,0.9204775637724448,lgl,2,2,100.0,calinski_harabasz
0,0.9204775637724448,mds,2,2,100.0,calinski_harabasz
1,0.8830419627658137,kamada_kawai,2,2,100.0,calinski_harabasz
1,0.8830419627658137,spring,2,2,100.0,calinski_harabasz
1,0.8830419627658137,davidson_harel,2,2,100.0,calinski_harabasz
1,0.8830419627658137,drl,2,3,100.0,calinski_harabasz
1,0.8830419627658137,fruchterman_reingold,2,2,100.0,calinski_harabasz
1,0.8830419627658137,graphopt,2,2,100.0,calinski_harabasz
1,0.8830419627658137,lgl,2,2,100.0,calinski_harabasz
1,0.8830419627658137,mds,2,2,100.0,calinski_harabasz
2,0.7827676675134301,kamada_kawai,2,2,100.0,calinski_harabasz
2,0.7827676675134301,spring,2,2,100.0,calinski_harabasz
2,0.7827676675134301,davidson_harel,2,2,100.0,calinski_harabasz
2,0.7827676675134301,drl,2,2,100.0,calinski_harabasz
2,0.7827676675134301,fruchterman_reingold,2,2,100.0,calinski_harabasz
2,0.7827676675134301,graphopt,2,2,100.0,calinski_harabasz
2,0.7827676675134301,lgl,2,3,100.0,calinski_harabasz
2,0.7827676675134301,mds,2,2,100.0,calinski_harabasz
3,0.6591580345032415,kamada_kawai,2,2,100.0,calinski_harabasz
3,0.6591580345032415,spring,2,2,100.0,calinski_harabasz
3,0.6591580345032415,davidson_harel,2,2,100.0,calinski_harabasz
3,0.6591580345032415,drl,2,2,100.0,calinski_harabasz
3,0.6591580345032415,fruchterman_reingold,2,2,100.0,calinski_harabasz
3,0.6591580345032415,graphopt,2,2,100.0,calinski_harabasz
3,0.6591580345032415,lgl,2,5,100.0,calinski_harabasz
3,0.6591580345032415,mds,2,2,100.0,calinski_harabasz
4,0.5789194315705865,kamada_kawai,2,2,100.0,calinski_harabasz
4,0.5789194315705865,spring,2,2,100.0,calinski_harabasz
