graph_id,assortativity,layout_name,no_communities,calculated_bestnum,size,bestnum_algo
0,0.934372642695499,kamada_kawai,2,2,50.0,silhouette
0,0.934372642695499,spring,2,2,50.0,silhouette
0,0.934372642695499,davidson_harel,2,2,50.0,silhouette
0,0.934372642695499,drl,2,2,50.0,silhouette
0,0.934372642695499,fruchterman_reingold,2,2,50.0,silhouette
0,0.934372642695499,graphopt,2,2,50.0,silhouette
0,0.934372642695499,lgl,2,6,50.0,silhouette
0,0.934372642695499,mds,2,2,50.0,silhouette
1,0.9256993006993004,kamada_kawai,2,2,50.0,silhouette
1,0.9256993006993004,spring,2,2,50.0,silhouette
1,0.9256993006993004,davidson_harel,2,2,50.0,silhouette
1,0.9256993006993004,drl,2,2,50.0,silhouette
1,0.9256993006993004,fruchterman_reingold,2,2,50.0,silhouette
1,0.9256993006993004,graphopt,2,2,50.0,silhouette
1,0.9256993006993004,lgl,2,4,50.0,silhouette
1,0.9256993006993004,mds,2,2,50.0,silhouette
2,0.8007542072381383,kamada_kawai,2,2,50.0,silhouette
2,0.8007542072381383,spring,2,2,50.0,silhouette
2,0.8007542072381383,davidson_harel,2,2,50.0,silhouette
2,0.8007542072381383,drl,2,2,50.0,silhouette
2,0.8007542072381383,fruchterman_reingold,2,2,50.0,silhouette
2,0.8007542072381383,graphopt,2,2,50.0,silhouette
2,0.8007542072381383,lgl,2,4,50.0,silhouette
2,0.8007542072381383,mds,2,2,50.0,silhouette
3,0.6406249999999998,kamada_kawai,2,2,50.0,silhouette
3,0.6406249999999998,spring,2,2,50.0,silhouette
3,0.6406249999999998,davidson_harel,2,2,50.0,silhouette
3,0.6406249999999998,drl,2,2,50.0,silhouette
3,0.6406249999999998,fruchterman_reingold,2,2,50.0,silhouette
3,0.6406249999999998,graphopt,2,2,50.0,silhouette
3,0.6406249999999998,lgl,2,5,50.0,silhouette
3,0.6406249999999998,mds,2,2,50.0,silhouette
4,0.5752683698094367,kamada_kawai,2,2,50.0,silhouette
4,0.5752683698094367,spring,2,2,50.0,silhouette
4,0.5752683698094367,davidson_harel,2,2,50.0,silhouette
4,0.5752683698094367,drl,2,2,50.0,silhouette
4,0.5752683698094367,fruchterman_reingold,2,2,50.0,silhouette
4,0.5752683698094367,graphopt,2,2,50.0,silhouette
4,0.5752683698094367,lgl,2,3,50.0,silhouette
4,0.5752683698094367,mds,2,2,50.0,silhouette
5,0.6786843769765972,kamada_kawai,2,2,50.0,silhouette
5,0.6786843769765972,spring,2,2,50.0,silhouette
5,0.6786843769765972,davidson_harel,2,2,50.0,silhouette
5,0.6786843769765972,drl,2,2,50.0,silhouette
5,0.6786843769765972,fruchterman_reingold,2,2,50.0,silhouette
5,0.6786843769765972,graphopt,2,2,50.0,silhouette
5,0.6786843769765972,lgl,2,3,50.0,silhouette
5,0.6786843769765972,mds,2,2,50.0,silhouette
6,0.5807397406575249,kamada_kawai,3,3,50.0,silhouette
6,0.5807397406575249,spring,3,3,50.0,silhouette
6,0.5807397406575249,davidson_harel,3,3,50.0,silhouette
6,0.5807397406575249,drl,3,2,50.0,silhouette
6,0.5807397406575249,fruchterman_reingold,3,2,50.0,silhouette
6,0.5807397406575249,graphopt,3,2,50.0,silhouette
6,0.5807397406575249,lgl,3,4,50.0,silhouette
6,0.5807397406575249,mds,3,3,50.0,silhouette
7,0.787872522668872,kamada_kawai,3,3,50.0,silhouette
7,0.787872522668872,spring,3,3,50.0,silhouette
7,0.787872522668872,davidson_harel,3,3,50.0,silhouette
7,0.787872522668872,drl,3,2,50.0,silhouette
