graph_id,assortativity,layout_name,no_communities,calculated_bestnum,bestnum_algo,diff,abs_diff
0,0.9229835773804711,kamada_kawai,2,2,calinski_harabasz,0,0
0,0.9229835773804711,spring,2,2,calinski_harabasz,0,0
0,0.9229835773804711,davidson_harel,2,2,calinski_harabasz,0,0
0,0.9229835773804711,drl,2,2,calinski_harabasz,0,0
0,0.9229835773804711,fruchterman_reingold,2,2,calinski_harabasz,0,0
0,0.9229835773804711,graphopt,2,2,calinski_harabasz,0,0
0,0.9229835773804711,lgl,2,2,calinski_harabasz,0,0
0,0.9229835773804711,mds,2,2,calinski_harabasz,0,0
1,0.8461705368495511,kamada_kawai,2,2,calinski_harabasz,0,0
1,0.8461705368495511,spring,2,2,calinski_harabasz,0,0
1,0.8461705368495511,davidson_harel,2,2,calinski_harabasz,0,0
1,0.8461705368495511,drl,2,3,calinski_harabasz,1,1
1,0.8461705368495511,fruchterman_reingold,2,2,calinski_harabasz,0,0
1,0.8461705368495511,graphopt,2,2,calinski_harabasz,0,0
1,0.8461705368495511,lgl,2,4,calinski_harabasz,2,2
1,0.8461705368495511,mds,2,2,calinski_harabasz,0,0
2,0.7169934640522875,kamada_kawai,2,2,calinski_harabasz,0,0
2,0.7169934640522875,spring,2,2,calinski_harabasz,0,0
2,0.7169934640522875,davidson_harel,2,2,calinski_harabasz,0,0
2,0.7169934640522875,drl,2,2,calinski_harabasz,0,0
2,0.7169934640522875,fruchterman_reingold,2,2,calinski_harabasz,0,0
2,0.7169934640522875,graphopt,2,2,calinski_harabasz,0,0
2,0.7169934640522875,lgl,2,2,calinski_harabasz,0,0
2,0.7169934640522875,mds,2,2,calinski_harabasz,0,0
3,0.6261582933352543,kamada_kawai,2,4,calinski_harabasz,2,2
3,0.6261582933352543,spring,2,2,calinski_harabasz,0,0
3,0.6261582933352543,davidson_harel,2,3,calinski_harabasz,1,1
3,0.6261582933352543,drl,2,2,calinski_harabasz,0,0
3,0.6261582933352543,fruchterman_reingold,2,2,calinski_harabasz,0,0
3,0.6261582933352543,graphopt,2,2,calinski_harabasz,0,0
3,0.6261582933352543,lgl,2,4,calinski_harabasz,2,2
3,0.6261582933352543,mds,2,2,calinski_harabasz,0,0
4,0.9173683882235529,kamada_kawai,2,2,calinski_harabasz,0,0
4,0.9173683882235529,spring,2,2,calinski_harabasz,0,0
4,0.9173683882235529,davidson_harel,2,2,calinski_harabasz,0,0
4,0.9173683882235529,drl,2,2,calinski_harabasz,0,0
4,0.9173683882235529,fruchterman_reingold,2,2,calinski_harabasz,0,0
4,0.9173683882235529,graphopt,2,2,calinski_harabasz,0,0
4,0.9173683882235529,lgl,2,2,calinski_harabasz,0,0
4,0.9173683882235529,mds,2,2,calinski_harabasz,0,0
5,0.9273456012428931,kamada_kawai,3,3,calinski_harabasz,0,0
5,0.9273456012428931,spring,3,3,calinski_harabasz,0,0
5,0.9273456012428931,davidson_harel,3,3,calinski_harabasz,0,0
5,0.9273456012428931,drl,3,3,calinski_harabasz,0,0
5,0.9273456012428931,fruchterman_reingold,3,3,calinski_harabasz,0,0
5,0.9273456012428931,graphopt,3,3,calinski_harabasz,0,0
5,0.9273456012428931,lgl,3,2,calinski_harabasz,-1,1
5,0.9273456012428931,mds,3,3,calinski_harabasz,0,0
6,0.8395851706679732,kamada_kawai,3,3,calinski_harabasz,0,0
6,0.8395851706679732,spring,3,3,calinski_harabasz,0,0
6,0.8395851706679732,davidson_harel,3,3,calinski_harabasz,0,0
6,0.8395851706679732,drl,3,4,calinski_harabasz,1,1
6,0.8395851706679732,fruchterman_reingold,3,3,calinski_harabasz,0,0
6,0.8395851706679732,graphopt,3,3,calinski_harabasz,0,0
6,0.8395851706679732,lgl,3,2,calinski_harabasz,-1,1
6,0.8395851706679732,mds,3,3,calinski_harabasz,0,0
7,0.7202723471463208,kamada_kawai,3,3,calinski_harabasz,0,0
7,0.7202723471463208,spring,3,3,calinski_harabasz,0,0
7,0.7202723471463208,davidson_harel,3,3,calinski_harabasz,0,0
7,0.7202723471463208,drl,3,3,calinski_harabasz,0,0
7,0.7202723471463208,fruchterman_reingold,3,3,calinski_harabasz,0,0
7,0.7202723471463208,graphopt,3,3,calinski_harabasz,0,0
7,0.7202723471463208,lgl,3,2,calinski_harabasz,-1,1
7,0.7202723471463208,mds,3,3,calinski_harabasz,0,0
8,0.657610464512151,kamada_kawai,3,3,calinski_harabasz,0,0
8,0.657610464512151,spring,3,3,calinski_harabasz,0,0
8,0.657610464512151,davidson_harel,3,3,calinski_harabasz,0,0
8,0.657610464512151,drl,3,2,calinski_harabasz,-1,1
8,0.657610464512151,fruchterman_reingold,3,3,calinski_harabasz,0,0
8,0.657610464512151,graphopt,3,3,calinski_harabasz,0,0
8,0.657610464512151,lgl,3,2,calinski_harabasz,-1,1
8,0.657610464512151,mds,3,3,calinski_harabasz,0,0
9,0.3664147785054102,kamada_kawai,3,3,calinski_harabasz,0,0
9,0.3664147785054102,spring,3,2,calinski_harabasz,-1,1
9,0.3664147785054102,davidson_harel,3,5,calinski_harabasz,2,2
9,0.3664147785054102,drl,3,3,calinski_harabasz,0,0
9,0.3664147785054102,fruchterman_reingold,3,3,calinski_harabasz,0,0
9,0.3664147785054102,graphopt,3,4,calinski_harabasz,1,1
9,0.3664147785054102,lgl,3,2,calinski_harabasz,-1,1
9,0.3664147785054102,mds,3,3,calinski_harabasz,0,0
11,0.9077562668935144,kamada_kawai,4,4,calinski_harabasz,0,0
11,0.9077562668935144,spring,4,4,calinski_harabasz,0,0
11,0.9077562668935144,davidson_harel,4,4,calinski_harabasz,0,0
11,0.9077562668935144,drl,4,4,calinski_harabasz,0,0
11,0.9077562668935144,fruchterman_reingold,4,4,calinski_harabasz,0,0
11,0.9077562668935144,graphopt,4,4,calinski_harabasz,0,0
11,0.9077562668935144,lgl,4,2,calinski_harabasz,-2,2
11,0.9077562668935144,mds,4,3,calinski_harabasz,-1,1
12,0.8596727571194058,kamada_kawai,4,4,calinski_harabasz,0,0
12,0.8596727571194058,spring,4,4,calinski_harabasz,0,0
12,0.8596727571194058,davidson_harel,4,4,calinski_harabasz,0,0
12,0.8596727571194058,drl,4,6,calinski_harabasz,2,2
12,0.8596727571194058,fruchterman_reingold,4,4,calinski_harabasz,0,0
12,0.8596727571194058,graphopt,4,4,calinski_harabasz,0,0
12,0.8596727571194058,lgl,4,2,calinski_harabasz,-2,2
12,0.8596727571194058,mds,4,4,calinski_harabasz,0,0
13,0.8176113007694168,kamada_kawai,4,4,calinski_harabasz,0,0
13,0.8176113007694168,spring,4,4,calinski_harabasz,0,0
13,0.8176113007694168,davidson_harel,4,4,calinski_harabasz,0,0
13,0.8176113007694168,drl,4,4,calinski_harabasz,0,0
13,0.8176113007694168,fruchterman_reingold,4,4,calinski_harabasz,0,0
13,0.8176113007694168,graphopt,4,4,calinski_harabasz,0,0
13,0.8176113007694168,lgl,4,9,calinski_harabasz,5,5
13,0.8176113007694168,mds,4,3,calinski_harabasz,-1,1
14,0.6068361031434204,kamada_kawai,4,4,calinski_harabasz,0,0
14,0.6068361031434204,spring,4,4,calinski_harabasz,0,0
14,0.6068361031434204,davidson_harel,4,3,calinski_harabasz,-1,1
14,0.6068361031434204,drl,4,3,calinski_harabasz,-1,1
14,0.6068361031434204,fruchterman_reingold,4,4,calinski_harabasz,0,0
14,0.6068361031434204,graphopt,4,4,calinski_harabasz,0,0
14,0.6068361031434204,lgl,4,2,calinski_harabasz,-2,2
14,0.6068361031434204,mds,4,3,calinski_harabasz,-1,1
15,0.4811422413793105,kamada_kawai,4,3,calinski_harabasz,-1,1
15,0.4811422413793105,spring,4,4,calinski_harabasz,0,0
15,0.4811422413793105,davidson_harel,4,2,calinski_harabasz,-2,2
15,0.4811422413793105,drl,4,3,calinski_harabasz,-1,1
15,0.4811422413793105,fruchterman_reingold,4,3,calinski_harabasz,-1,1
15,0.4811422413793105,graphopt,4,4,calinski_harabasz,0,0
15,0.4811422413793105,lgl,4,2,calinski_harabasz,-2,2
15,0.4811422413793105,mds,4,3,calinski_harabasz,-1,1
17,0.8971010730024502,kamada_kawai,5,5,calinski_harabasz,0,0
17,0.8971010730024502,spring,5,5,calinski_harabasz,0,0
17,0.8971010730024502,davidson_harel,5,5,calinski_harabasz,0,0
17,0.8971010730024502,drl,5,2,calinski_harabasz,-3,3
17,0.8971010730024502,fruchterman_reingold,5,5,calinski_harabasz,0,0
17,0.8971010730024502,graphopt,5,5,calinski_harabasz,0,0
17,0.8971010730024502,lgl,5,2,calinski_harabasz,-3,3
17,0.8971010730024502,mds,5,3,calinski_harabasz,-2,2
18,0.8008744336623586,kamada_kawai,5,5,calinski_harabasz,0,0
18,0.8008744336623586,spring,5,5,calinski_harabasz,0,0
18,0.8008744336623586,davidson_harel,5,3,calinski_harabasz,-2,2
18,0.8008744336623586,drl,5,5,calinski_harabasz,0,0
18,0.8008744336623586,fruchterman_reingold,5,5,calinski_harabasz,0,0
18,0.8008744336623586,graphopt,5,5,calinski_harabasz,0,0
18,0.8008744336623586,lgl,5,2,calinski_harabasz,-3,3
18,0.8008744336623586,mds,5,3,calinski_harabasz,-2,2
19,0.8354730297924822,kamada_kawai,5,3,calinski_harabasz,-2,2
19,0.8354730297924822,spring,5,4,calinski_harabasz,-1,1
19,0.8354730297924822,davidson_harel,5,4,calinski_harabasz,-1,1
19,0.8354730297924822,drl,5,2,calinski_harabasz,-3,3
19,0.8354730297924822,fruchterman_reingold,5,5,calinski_harabasz,0,0
19,0.8354730297924822,graphopt,5,3,calinski_harabasz,-2,2
19,0.8354730297924822,lgl,5,2,calinski_harabasz,-3,3
19,0.8354730297924822,mds,5,4,calinski_harabasz,-1,1
20,0.5570693934058216,kamada_kawai,5,4,calinski_harabasz,-1,1
20,0.5570693934058216,spring,5,3,calinski_harabasz,-2,2
20,0.5570693934058216,davidson_harel,5,3,calinski_harabasz,-2,2
20,0.5570693934058216,drl,5,4,calinski_harabasz,-1,1
20,0.5570693934058216,fruchterman_reingold,5,3,calinski_harabasz,-2,2
20,0.5570693934058216,graphopt,5,4,calinski_harabasz,-1,1
20,0.5570693934058216,lgl,5,2,calinski_harabasz,-3,3
20,0.5570693934058216,mds,5,3,calinski_harabasz,-2,2
21,0.5322995420133494,kamada_kawai,5,3,calinski_harabasz,-2,2
21,0.5322995420133494,spring,5,3,calinski_harabasz,-2,2
21,0.5322995420133494,davidson_harel,5,3,calinski_harabasz,-2,2
21,0.5322995420133494,drl,5,3,calinski_harabasz,-2,2
21,0.5322995420133494,fruchterman_reingold,5,3,calinski_harabasz,-2,2
21,0.5322995420133494,graphopt,5,3,calinski_harabasz,-2,2
21,0.5322995420133494,lgl,5,2,calinski_harabasz,-3,3
21,0.5322995420133494,mds,5,3,calinski_harabasz,-2,2
23,0.9389258549943545,kamada_kawai,6,4,calinski_harabasz,-2,2
23,0.9389258549943545,spring,6,2,calinski_harabasz,-4,4
23,0.9389258549943545,davidson_harel,6,2,calinski_harabasz,-4,4
23,0.9389258549943545,drl,6,2,calinski_harabasz,-4,4
23,0.9389258549943545,fruchterman_reingold,6,5,calinski_harabasz,-1,1
23,0.9389258549943545,graphopt,6,5,calinski_harabasz,-1,1
23,0.9389258549943545,lgl,6,3,calinski_harabasz,-3,3
23,0.9389258549943545,mds,6,3,calinski_harabasz,-3,3
24,0.8484024677020998,kamada_kawai,6,4,calinski_harabasz,-2,2
24,0.8484024677020998,spring,6,6,calinski_harabasz,0,0
24,0.8484024677020998,davidson_harel,6,2,calinski_harabasz,-4,4
24,0.8484024677020998,drl,6,2,calinski_harabasz,-4,4
24,0.8484024677020998,fruchterman_reingold,6,3,calinski_harabasz,-3,3
24,0.8484024677020998,graphopt,6,6,calinski_harabasz,0,0
24,0.8484024677020998,lgl,6,2,calinski_harabasz,-4,4
24,0.8484024677020998,mds,6,3,calinski_harabasz,-3,3
25,0.6772720280687864,kamada_kawai,6,4,calinski_harabasz,-2,2
25,0.6772720280687864,spring,6,6,calinski_harabasz,0,0
25,0.6772720280687864,davidson_harel,6,3,calinski_harabasz,-3,3
25,0.6772720280687864,drl,6,3,calinski_harabasz,-3,3
25,0.6772720280687864,fruchterman_reingold,6,6,calinski_harabasz,0,0
25,0.6772720280687864,graphopt,6,4,calinski_harabasz,-2,2
25,0.6772720280687864,lgl,6,3,calinski_harabasz,-3,3
25,0.6772720280687864,mds,6,3,calinski_harabasz,-3,3
26,0.8666056500017434,kamada_kawai,6,4,calinski_harabasz,-2,2
26,0.8666056500017434,spring,6,2,calinski_harabasz,-4,4
26,0.8666056500017434,davidson_harel,6,3,calinski_harabasz,-3,3
26,0.8666056500017434,drl,6,6,calinski_harabasz,0,0
26,0.8666056500017434,fruchterman_reingold,6,2,calinski_harabasz,-4,4
26,0.8666056500017434,graphopt,6,3,calinski_harabasz,-3,3
26,0.8666056500017434,lgl,6,2,calinski_harabasz,-4,4
26,0.8666056500017434,mds,6,4,calinski_harabasz,-2,2
27,0.7915758736538033,kamada_kawai,6,3,calinski_harabasz,-3,3
27,0.7915758736538033,spring,6,5,calinski_harabasz,-1,1
27,0.7915758736538033,davidson_harel,6,6,calinski_harabasz,0,0
27,0.7915758736538033,drl,6,6,calinski_harabasz,0,0
27,0.7915758736538033,fruchterman_reingold,6,6,calinski_harabasz,0,0
27,0.7915758736538033,graphopt,6,3,calinski_harabasz,-3,3
27,0.7915758736538033,lgl,6,2,calinski_harabasz,-4,4
27,0.7915758736538033,mds,6,3,calinski_harabasz,-3,3
28,0.5767316727357593,kamada_kawai,6,4,calinski_harabasz,-2,2
28,0.5767316727357593,spring,6,3,calinski_harabasz,-3,3
28,0.5767316727357593,davidson_harel,6,3,calinski_harabasz,-3,3
28,0.5767316727357593,drl,6,2,calinski_harabasz,-4,4
28,0.5767316727357593,fruchterman_reingold,6,4,calinski_harabasz,-2,2
28,0.5767316727357593,graphopt,6,4,calinski_harabasz,-2,2
28,0.5767316727357593,lgl,6,2,calinski_harabasz,-4,4
28,0.5767316727357593,mds,6,3,calinski_harabasz,-3,3
29,0.5862037856383074,kamada_kawai,6,3,calinski_harabasz,-3,3
29,0.5862037856383074,spring,6,4,calinski_harabasz,-2,2
29,0.5862037856383074,davidson_harel,6,3,calinski_harabasz,-3,3
29,0.5862037856383074,drl,6,3,calinski_harabasz,-3,3
29,0.5862037856383074,fruchterman_reingold,6,3,calinski_harabasz,-3,3
29,0.5862037856383074,graphopt,6,3,calinski_harabasz,-3,3
29,0.5862037856383074,lgl,6,2,calinski_harabasz,-4,4
29,0.5862037856383074,mds,6,3,calinski_harabasz,-3,3
30,0.5113916015157322,kamada_kawai,6,4,calinski_harabasz,-2,2
30,0.5113916015157322,spring,6,3,calinski_harabasz,-3,3
30,0.5113916015157322,davidson_harel,6,5,calinski_harabasz,-1,1
30,0.5113916015157322,drl,6,3,calinski_harabasz,-3,3
30,0.5113916015157322,fruchterman_reingold,6,4,calinski_harabasz,-2,2
30,0.5113916015157322,graphopt,6,3,calinski_harabasz,-3,3
30,0.5113916015157322,lgl,6,2,calinski_harabasz,-4,4
30,0.5113916015157322,mds,6,3,calinski_harabasz,-3,3
0,0.9229835773804711,kamada_kawai,2,4,elbow,2,2
0,0.9229835773804711,spring,2,6,elbow,4,4
0,0.9229835773804711,davidson_harel,2,5,elbow,3,3
0,0.9229835773804711,drl,2,6,elbow,4,4
0,0.9229835773804711,fruchterman_reingold,2,5,elbow,3,3
0,0.9229835773804711,graphopt,2,5,elbow,3,3
0,0.9229835773804711,lgl,2,6,elbow,4,4
0,0.9229835773804711,mds,2,4,elbow,2,2
1,0.8461705368495511,kamada_kawai,2,4,elbow,2,2
1,0.8461705368495511,spring,2,7,elbow,5,5
1,0.8461705368495511,davidson_harel,2,5,elbow,3,3
1,0.8461705368495511,drl,2,3,elbow,1,1
1,0.8461705368495511,fruchterman_reingold,2,5,elbow,3,3
1,0.8461705368495511,graphopt,2,5,elbow,3,3
1,0.8461705368495511,lgl,2,5,elbow,3,3
1,0.8461705368495511,mds,2,4,elbow,2,2
2,0.7169934640522875,kamada_kawai,2,4,elbow,2,2
2,0.7169934640522875,spring,2,4,elbow,2,2
2,0.7169934640522875,davidson_harel,2,6,elbow,4,4
2,0.7169934640522875,drl,2,5,elbow,3,3
2,0.7169934640522875,fruchterman_reingold,2,5,elbow,3,3
2,0.7169934640522875,graphopt,2,5,elbow,3,3
2,0.7169934640522875,lgl,2,6,elbow,4,4
2,0.7169934640522875,mds,2,4,elbow,2,2
3,0.6261582933352543,kamada_kawai,2,5,elbow,3,3
3,0.6261582933352543,spring,2,5,elbow,3,3
3,0.6261582933352543,davidson_harel,2,4,elbow,2,2
3,0.6261582933352543,drl,2,5,elbow,3,3
3,0.6261582933352543,fruchterman_reingold,2,5,elbow,3,3
3,0.6261582933352543,graphopt,2,4,elbow,2,2
3,0.6261582933352543,lgl,2,4,elbow,2,2
3,0.6261582933352543,mds,2,5,elbow,3,3
4,0.9173683882235529,kamada_kawai,2,4,elbow,2,2
4,0.9173683882235529,spring,2,5,elbow,3,3
4,0.9173683882235529,davidson_harel,2,7,elbow,5,5
4,0.9173683882235529,drl,2,7,elbow,5,5
4,0.9173683882235529,fruchterman_reingold,2,6,elbow,4,4
4,0.9173683882235529,graphopt,2,5,elbow,3,3
4,0.9173683882235529,lgl,2,5,elbow,3,3
4,0.9173683882235529,mds,2,4,elbow,2,2
5,0.9273456012428931,kamada_kawai,3,3,elbow,0,0
5,0.9273456012428931,spring,3,3,elbow,0,0
5,0.9273456012428931,davidson_harel,3,3,elbow,0,0
5,0.9273456012428931,drl,3,3,elbow,0,0
5,0.9273456012428931,fruchterman_reingold,3,3,elbow,0,0
5,0.9273456012428931,graphopt,3,3,elbow,0,0
5,0.9273456012428931,lgl,3,4,elbow,1,1
5,0.9273456012428931,mds,3,3,elbow,0,0
6,0.8395851706679732,kamada_kawai,3,3,elbow,0,0
6,0.8395851706679732,spring,3,3,elbow,0,0
6,0.8395851706679732,davidson_harel,3,3,elbow,0,0
6,0.8395851706679732,drl,3,3,elbow,0,0
6,0.8395851706679732,fruchterman_reingold,3,3,elbow,0,0
6,0.8395851706679732,graphopt,3,3,elbow,0,0
6,0.8395851706679732,lgl,3,4,elbow,1,1
6,0.8395851706679732,mds,3,3,elbow,0,0
7,0.7202723471463208,kamada_kawai,3,3,elbow,0,0
7,0.7202723471463208,spring,3,3,elbow,0,0
7,0.7202723471463208,davidson_harel,3,3,elbow,0,0
7,0.7202723471463208,drl,3,3,elbow,0,0
7,0.7202723471463208,fruchterman_reingold,3,3,elbow,0,0
7,0.7202723471463208,graphopt,3,3,elbow,0,0
7,0.7202723471463208,lgl,3,5,elbow,2,2
7,0.7202723471463208,mds,3,3,elbow,0,0
8,0.657610464512151,kamada_kawai,3,3,elbow,0,0
8,0.657610464512151,spring,3,3,elbow,0,0
8,0.657610464512151,davidson_harel,3,3,elbow,0,0
8,0.657610464512151,drl,3,4,elbow,1,1
8,0.657610464512151,fruchterman_reingold,3,3,elbow,0,0
8,0.657610464512151,graphopt,3,3,elbow,0,0
8,0.657610464512151,lgl,3,4,elbow,1,1
8,0.657610464512151,mds,3,3,elbow,0,0
9,0.3664147785054102,kamada_kawai,3,4,elbow,1,1
9,0.3664147785054102,spring,3,6,elbow,3,3
9,0.3664147785054102,davidson_harel,3,4,elbow,1,1
9,0.3664147785054102,drl,3,4,elbow,1,1
9,0.3664147785054102,fruchterman_reingold,3,5,elbow,2,2
9,0.3664147785054102,graphopt,3,4,elbow,1,1
9,0.3664147785054102,lgl,3,5,elbow,2,2
9,0.3664147785054102,mds,3,3,elbow,0,0
11,0.9077562668935144,kamada_kawai,4,4,elbow,0,0
11,0.9077562668935144,spring,4,4,elbow,0,0
11,0.9077562668935144,davidson_harel,4,4,elbow,0,0
11,0.9077562668935144,drl,4,4,elbow,0,0
11,0.9077562668935144,fruchterman_reingold,4,4,elbow,0,0
11,0.9077562668935144,graphopt,4,4,elbow,0,0
11,0.9077562668935144,lgl,4,4,elbow,0,0
11,0.9077562668935144,mds,4,3,elbow,-1,1
12,0.8596727571194058,kamada_kawai,4,4,elbow,0,0
12,0.8596727571194058,spring,4,4,elbow,0,0
12,0.8596727571194058,davidson_harel,4,4,elbow,0,0
12,0.8596727571194058,drl,4,4,elbow,0,0
12,0.8596727571194058,fruchterman_reingold,4,4,elbow,0,0
12,0.8596727571194058,graphopt,4,4,elbow,0,0
12,0.8596727571194058,lgl,4,4,elbow,0,0
12,0.8596727571194058,mds,4,4,elbow,0,0
13,0.8176113007694168,kamada_kawai,4,4,elbow,0,0
13,0.8176113007694168,spring,4,4,elbow,0,0
13,0.8176113007694168,davidson_harel,4,3,elbow,-1,1
13,0.8176113007694168,drl,4,3,elbow,-1,1
13,0.8176113007694168,fruchterman_reingold,4,4,elbow,0,0
13,0.8176113007694168,graphopt,4,4,elbow,0,0
13,0.8176113007694168,lgl,4,3,elbow,-1,1
13,0.8176113007694168,mds,4,3,elbow,-1,1
14,0.6068361031434204,kamada_kawai,4,4,elbow,0,0
14,0.6068361031434204,spring,4,4,elbow,0,0
14,0.6068361031434204,davidson_harel,4,4,elbow,0,0
14,0.6068361031434204,drl,4,4,elbow,0,0
14,0.6068361031434204,fruchterman_reingold,4,4,elbow,0,0
14,0.6068361031434204,graphopt,4,4,elbow,0,0
14,0.6068361031434204,lgl,4,5,elbow,1,1
14,0.6068361031434204,mds,4,3,elbow,-1,1
15,0.4811422413793105,kamada_kawai,4,4,elbow,0,0
15,0.4811422413793105,spring,4,4,elbow,0,0
15,0.4811422413793105,davidson_harel,4,4,elbow,0,0
15,0.4811422413793105,drl,4,4,elbow,0,0
15,0.4811422413793105,fruchterman_reingold,4,4,elbow,0,0
15,0.4811422413793105,graphopt,4,4,elbow,0,0
15,0.4811422413793105,lgl,4,3,elbow,-1,1
15,0.4811422413793105,mds,4,3,elbow,-1,1
17,0.8971010730024502,kamada_kawai,5,4,elbow,-1,1
17,0.8971010730024502,spring,5,5,elbow,0,0
17,0.8971010730024502,davidson_harel,5,3,elbow,-2,2
17,0.8971010730024502,drl,5,4,elbow,-1,1
17,0.8971010730024502,fruchterman_reingold,5,4,elbow,-1,1
17,0.8971010730024502,graphopt,5,4,elbow,-1,1
17,0.8971010730024502,lgl,5,5,elbow,0,0
17,0.8971010730024502,mds,5,3,elbow,-2,2
18,0.8008744336623586,kamada_kawai,5,4,elbow,-1,1
18,0.8008744336623586,spring,5,4,elbow,-1,1
18,0.8008744336623586,davidson_harel,5,3,elbow,-2,2
18,0.8008744336623586,drl,5,4,elbow,-1,1
18,0.8008744336623586,fruchterman_reingold,5,5,elbow,0,0
18,0.8008744336623586,graphopt,5,5,elbow,0,0
18,0.8008744336623586,lgl,5,4,elbow,-1,1
18,0.8008744336623586,mds,5,4,elbow,-1,1
19,0.8354730297924822,kamada_kawai,5,5,elbow,0,0
19,0.8354730297924822,spring,5,4,elbow,-1,1
19,0.8354730297924822,davidson_harel,5,5,elbow,0,0
19,0.8354730297924822,drl,5,4,elbow,-1,1
19,0.8354730297924822,fruchterman_reingold,5,5,elbow,0,0
19,0.8354730297924822,graphopt,5,5,elbow,0,0
19,0.8354730297924822,lgl,5,3,elbow,-2,2
19,0.8354730297924822,mds,5,4,elbow,-1,1
20,0.5570693934058216,kamada_kawai,5,4,elbow,-1,1
20,0.5570693934058216,spring,5,4,elbow,-1,1
20,0.5570693934058216,davidson_harel,5,4,elbow,-1,1
20,0.5570693934058216,drl,5,4,elbow,-1,1
20,0.5570693934058216,fruchterman_reingold,5,4,elbow,-1,1
20,0.5570693934058216,graphopt,5,4,elbow,-1,1
20,0.5570693934058216,lgl,5,4,elbow,-1,1
20,0.5570693934058216,mds,5,3,elbow,-2,2
21,0.5322995420133494,kamada_kawai,5,4,elbow,-1,1
21,0.5322995420133494,spring,5,4,elbow,-1,1
21,0.5322995420133494,davidson_harel,5,4,elbow,-1,1
21,0.5322995420133494,drl,5,4,elbow,-1,1
21,0.5322995420133494,fruchterman_reingold,5,4,elbow,-1,1
21,0.5322995420133494,graphopt,5,5,elbow,0,0
21,0.5322995420133494,lgl,5,3,elbow,-2,2
21,0.5322995420133494,mds,5,4,elbow,-1,1
23,0.9389258549943545,kamada_kawai,6,4,elbow,-2,2
23,0.9389258549943545,spring,6,5,elbow,-1,1
23,0.9389258549943545,davidson_harel,6,4,elbow,-2,2
23,0.9389258549943545,drl,6,4,elbow,-2,2
23,0.9389258549943545,fruchterman_reingold,6,5,elbow,-1,1
23,0.9389258549943545,graphopt,6,6,elbow,0,0
23,0.9389258549943545,lgl,6,4,elbow,-2,2
23,0.9389258549943545,mds,6,4,elbow,-2,2
24,0.8484024677020998,kamada_kawai,6,5,elbow,-1,1
24,0.8484024677020998,spring,6,4,elbow,-2,2
24,0.8484024677020998,davidson_harel,6,4,elbow,-2,2
24,0.8484024677020998,drl,6,6,elbow,0,0
24,0.8484024677020998,fruchterman_reingold,6,3,elbow,-3,3
24,0.8484024677020998,graphopt,6,5,elbow,-1,1
24,0.8484024677020998,lgl,6,4,elbow,-2,2
24,0.8484024677020998,mds,6,4,elbow,-2,2
25,0.6772720280687864,kamada_kawai,6,4,elbow,-2,2
25,0.6772720280687864,spring,6,4,elbow,-2,2
25,0.6772720280687864,davidson_harel,6,4,elbow,-2,2
25,0.6772720280687864,drl,6,3,elbow,-3,3
25,0.6772720280687864,fruchterman_reingold,6,6,elbow,0,0
25,0.6772720280687864,graphopt,6,4,elbow,-2,2
25,0.6772720280687864,lgl,6,4,elbow,-2,2
25,0.6772720280687864,mds,6,4,elbow,-2,2
26,0.8666056500017434,kamada_kawai,6,5,elbow,-1,1
26,0.8666056500017434,spring,6,5,elbow,-1,1
26,0.8666056500017434,davidson_harel,6,5,elbow,-1,1
26,0.8666056500017434,drl,6,3,elbow,-3,3
26,0.8666056500017434,fruchterman_reingold,6,6,elbow,0,0
26,0.8666056500017434,graphopt,6,6,elbow,0,0
26,0.8666056500017434,lgl,6,4,elbow,-2,2
26,0.8666056500017434,mds,6,5,elbow,-1,1
27,0.7915758736538033,kamada_kawai,6,4,elbow,-2,2
27,0.7915758736538033,spring,6,4,elbow,-2,2
27,0.7915758736538033,davidson_harel,6,4,elbow,-2,2
27,0.7915758736538033,drl,6,3,elbow,-3,3
27,0.7915758736538033,fruchterman_reingold,6,5,elbow,-1,1
27,0.7915758736538033,graphopt,6,5,elbow,-1,1
27,0.7915758736538033,lgl,6,4,elbow,-2,2
27,0.7915758736538033,mds,6,4,elbow,-2,2
28,0.5767316727357593,kamada_kawai,6,4,elbow,-2,2
28,0.5767316727357593,spring,6,5,elbow,-1,1
28,0.5767316727357593,davidson_harel,6,4,elbow,-2,2
28,0.5767316727357593,drl,6,5,elbow,-1,1
28,0.5767316727357593,fruchterman_reingold,6,4,elbow,-2,2
28,0.5767316727357593,graphopt,6,4,elbow,-2,2
28,0.5767316727357593,lgl,6,5,elbow,-1,1
28,0.5767316727357593,mds,6,4,elbow,-2,2
29,0.5862037856383074,kamada_kawai,6,4,elbow,-2,2
29,0.5862037856383074,spring,6,4,elbow,-2,2
29,0.5862037856383074,davidson_harel,6,6,elbow,0,0
29,0.5862037856383074,drl,6,4,elbow,-2,2
29,0.5862037856383074,fruchterman_reingold,6,4,elbow,-2,2
29,0.5862037856383074,graphopt,6,4,elbow,-2,2
29,0.5862037856383074,lgl,6,5,elbow,-1,1
29,0.5862037856383074,mds,6,4,elbow,-2,2
30,0.5113916015157322,kamada_kawai,6,4,elbow,-2,2
30,0.5113916015157322,spring,6,4,elbow,-2,2
30,0.5113916015157322,davidson_harel,6,3,elbow,-3,3
30,0.5113916015157322,drl,6,4,elbow,-2,2
30,0.5113916015157322,fruchterman_reingold,6,4,elbow,-2,2
