graph_id,assortativity,layout_name,no_communities,calculated_bestnum,size,bestnum_algo
0,0.7710494688687293,kamada_kawai,2,4,150.0,elbow
0,0.7710494688687293,spring,2,4,150.0,elbow
0,0.7710494688687293,davidson_harel,2,5,150.0,elbow
0,0.7710494688687293,drl,2,5,150.0,elbow
0,0.7710494688687293,fruchterman_reingold,2,4,150.0,elbow
0,0.7710494688687293,graphopt,2,4,150.0,elbow
0,0.7710494688687293,lgl,2,5,150.0,elbow
0,0.7710494688687293,mds,2,5,150.0,elbow
1,0.6903000714221575,kamada_kawai,2,4,150.0,elbow
1,0.6903000714221575,spring,2,5,150.0,elbow
1,0.6903000714221575,davidson_harel,2,4,150.0,elbow
1,0.6903000714221575,drl,2,3,150.0,elbow
1,0.6903000714221575,fruchterman_reingold,2,4,150.0,elbow
1,0.6903000714221575,graphopt,2,4,150.0,elbow
1,0.6903000714221575,lgl,2,4,150.0,elbow
1,0.6903000714221575,mds,2,4,150.0,elbow
2,0.7405520225860268,kamada_kawai,2,4,150.0,elbow
2,0.7405520225860268,spring,2,6,150.0,elbow
2,0.7405520225860268,davidson_harel,2,6,150.0,elbow
2,0.7405520225860268,drl,2,3,150.0,elbow
2,0.7405520225860268,fruchterman_reingold,2,5,150.0,elbow
2,0.7405520225860268,graphopt,2,5,150.0,elbow
2,0.7405520225860268,lgl,2,4,150.0,elbow
2,0.7405520225860268,mds,2,4,150.0,elbow
3,0.6745266868715047,kamada_kawai,2,4,150.0,elbow
3,0.6745266868715047,spring,2,4,150.0,elbow
3,0.6745266868715047,davidson_harel,2,5,150.0,elbow
3,0.6745266868715047,drl,2,5,150.0,elbow
3,0.6745266868715047,fruchterman_reingold,2,4,150.0,elbow
3,0.6745266868715047,graphopt,2,4,150.0,elbow
3,0.6745266868715047,lgl,2,5,150.0,elbow
3,0.6745266868715047,mds,2,4,150.0,elbow
4,0.5188285432341088,kamada_kawai,2,4,150.0,elbow
4,0.5188285432341088,spring,2,4,150.0,elbow
4,0.5188285432341088,davidson_harel,2,4,150.0,elbow
4,0.5188285432341088,drl,2,4,150.0,elbow
4,0.5188285432341088,fruchterman_reingold,2,4,150.0,elbow
4,0.5188285432341088,graphopt,2,4,150.0,elbow
4,0.5188285432341088,lgl,2,5,150.0,elbow
4,0.5188285432341088,mds,2,6,150.0,elbow
5,0.6490736043775102,kamada_kawai,3,3,150.0,elbow
5,0.6490736043775102,spring,3,3,150.0,elbow
5,0.6490736043775102,davidson_harel,3,6,150.0,elbow
5,0.6490736043775102,drl,3,3,150.0,elbow
5,0.6490736043775102,fruchterman_reingold,3,3,150.0,elbow
5,0.6490736043775102,graphopt,3,3,150.0,elbow
5,0.6490736043775102,lgl,3,4,150.0,elbow
