graph_id,assortativity,layout_name,no_communities,calculated_bestnum,size,bestnum_algo
0,0.8842882091149794,kamada_kawai,2,5,50.0,elbow
0,0.8842882091149794,spring,2,6,50.0,elbow
0,0.8842882091149794,davidson_harel,2,5,50.0,elbow
0,0.8842882091149794,drl,2,4,50.0,elbow
0,0.8842882091149794,fruchterman_reingold,2,4,50.0,elbow
0,0.8842882091149794,graphopt,2,4,50.0,elbow
0,0.8842882091149794,lgl,2,5,50.0,elbow
0,0.8842882091149794,mds,2,4,50.0,elbow
1,0.8976648572254522,kamada_kawai,2,5,50.0,elbow
1,0.8976648572254522,spring,2,5,50.0,elbow
1,0.8976648572254522,davidson_harel,2,4,50.0,elbow
1,0.8976648572254522,drl,2,6,50.0,elbow
1,0.8976648572254522,fruchterman_reingold,2,4,50.0,elbow
1,0.8976648572254522,graphopt,2,4,50.0,elbow
1,0.8976648572254522,lgl,2,4,50.0,elbow
1,0.8976648572254522,mds,2,4,50.0,elbow
2,0.8300619834710745,kamada_kawai,2,6,50.0,elbow
2,0.8300619834710745,spring,2,5,50.0,elbow
2,0.8300619834710745,davidson_harel,2,7,50.0,elbow
2,0.8300619834710745,drl,2,6,50.0,elbow
2,0.8300619834710745,fruchterman_reingold,2,5,50.0,elbow
2,0.8300619834710745,graphopt,2,4,50.0,elbow
2,0.8300619834710745,lgl,2,3,50.0,elbow
2,0.8300619834710745,mds,2,4,50.0,elbow
3,0.6677383415565813,kamada_kawai,2,4,50.0,elbow
3,0.6677383415565813,spring,2,4,50.0,elbow
3,0.6677383415565813,davidson_harel,2,5,50.0,elbow
3,0.6677383415565813,drl,2,5,50.0,elbow
3,0.6677383415565813,fruchterman_reingold,2,4,50.0,elbow
3,0.6677383415565813,graphopt,2,4,50.0,elbow
3,0.6677383415565813,lgl,2,5,50.0,elbow
3,0.6677383415565813,mds,2,4,50.0,elbow
4,0.6144094001236857,kamada_kawai,2,4,50.0,elbow
4,0.6144094001236857,spring,2,5,50.0,elbow
4,0.6144094001236857,davidson_harel,2,5,50.0,elbow
4,0.6144094001236857,drl,2,4,50.0,elbow
4,0.6144094001236857,fruchterman_reingold,2,5,50.0,elbow
4,0.6144094001236857,graphopt,2,5,50.0,elbow
4,0.6144094001236857,lgl,2,6,50.0,elbow
4,0.6144094001236857,mds,2,5,50.0,elbow
5,0.6891222986840516,kamada_kawai,2,4,50.0,elbow
5,0.6891222986840516,spring,2,5,50.0,elbow
5,0.6891222986840516,davidson_harel,2,5,50.0,elbow
5,0.6891222986840516,drl,2,4,50.0,elbow
5,0.6891222986840516,fruchterman_reingold,2,4,50.0,elbow
5,0.6891222986840516,graphopt,2,4,50.0,elbow
5,0.6891222986840516,lgl,2,5,50.0,elbow
5,0.6891222986840516,mds,2,4,50.0,elbow
6,0.5998638150360579,kamada_kawai,3,3,50.0,elbow
6,0.5998638150360579,spring,3,3,50.0,elbow
6,0.5998638150360579,davidson_harel,3,3,50.0,elbow
6,0.5998638150360579,drl,3,4,50.0,elbow
6,0.5998638150360579,fruchterman_reingold,3,3,50.0,elbow
6,0.5998638150360579,graphopt,3,3,50.0,elbow
6,0.5998638150360579,lgl,3,5,50.0,elbow
6,0.5998638150360579,mds,3,3,50.0,elbow
7,0.8225882670627148,kamada_kawai,3,3,50.0,elbow
7,0.8225882670627148,spring,3,3,50.0,elbow
7,0.8225882670627148,davidson_harel,3,3,50.0,elbow
7,0.8225882670627148,drl,3,3,50.0,elbow
7,0.8225882670627148,fruchterman_reingold,3,3,50.0,elbow
7,0.8225882670627148,graphopt,3,3,50.0,elbow
7,0.8225882670627148,lgl,3,4,50.0,elbow
7,0.8225882670627148,mds,3,3,50.0,elbow
8,0.7061909758656874,kamada_kawai,3,3,50.0,elbow
8,0.7061909758656874,spring,3,3,50.0,elbow
8,0.7061909758656874,davidson_harel,3,4,50.0,elbow
8,0.7061909758656874,drl,3,4,50.0,elbow
8,0.7061909758656874,fruchterman_reingold,3,3,50.0,elbow
8,0.7061909758656874,graphopt,3,4,50.0,elbow
8,0.7061909758656874,lgl,3,4,50.0,elbow
